genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM012612	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	86.35	1.627	2957378	0.546	10370	392		NA
EHM012613	EHA00396	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__	s__	2.3.0	89.81	2.15	1345693	0.459	6468	261		NA
EHM012614	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	93.71	2.536	2965610	0.417	54944	94		NA
EHM012615	EHA00396	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__JAGBWK01	s__	2.3.0	98.42	0.377	2382390	0.482	144872	30		NA
EHM012616	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus_A	s__	2.3.0	89.45	0.671	2089531	0.511	7238	363		NA
EHM012617	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	89.26	2.806	2401697	0.574	81292	74		NA
EHM012618	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	59.86	0.479	2414950	0.505	8887	390		NA
EHM012619	EHA00396	p__Bacillota	c__Bacilli	d__Bacteria	o__RF39	f__UBA660	g__RUG14891	s__	2.3.0	54.46	8.755	3755580	0.356	2398	1491		NA
EHM012620	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__UBA3903	s__	2.3.0	96.64	0	2269065	0.394	68849	58		NA
EHM012621	EHA00396	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC143606	s__	2.3.0	97.82	1.183	3108781	0.454	121912	59		NA
EHM012622	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__	2.3.0	55.17	0	2339292	0.537	36567	84		NA
EHM012623	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-74	g__HGM11604	s__	2.3.0	75.12	3.03	1862765	0.571	3677	562		NA
EHM012624	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Pelethomonas	s__	2.3.0	81.2	0.838	1968395	0.615	22158	123		NA
EHM012625	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__JAGBWK01	s__	2.3.0	98.05	0.188	2281905	0.482	136909	28		NA
EHM012626	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__UBA4293	s__	2.3.0	88.32	0.309	3125450	0.487	40350	112		NA
EHM012627	EHA00398	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rs-D84	f__Rs-D84	g__Enterousia	s__	2.3.0	65.02	0.164	676239	0.462	3296	225		NA
EHM012628	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__	2.3.0	91.71	1.509	2565039	0.523	14761	252		NA
EHM012629	EHA00398	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Opitutales	f__UBA953	g__Spyradosoma	s__	2.3.0	93.07	0.81	2160051	0.585	75584	64		NA
EHM012630	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	2.3.0	64.45	1.724	2592573	0.503	14505	302		NA
EHM012631	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__	s__	2.3.0	55.17	8.62	1640356	0.515	63839	50		NA
EHM012632	EHA00398	p__Bacillota	c__Bacilli	d__Bacteria	o__RFN20	f__CAG-826	g__CAG-826	s__	2.3.0	100	1.123	1457883	0.373	281674	21		NA
EHM012633	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	2.3.0	77.58	0.836	1989340	0.582	49692	82		NA
EHM012634	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	51.72	1.724	1877272	0.492	4952	433		NA
EHM012635	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-917	g__CAG-475	s__	2.3.0	84.11	0.223	1732705	0.448	159224	16		NA
EHM012636	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	2.3.0	96.64	1.006	2306086	0.401	69615	71		NA
EHM012637	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	71.16	1.049	2418766	0.529	17848	181		NA
EHM012638	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__	2.3.0	64.18	1.257	1625376	0.54	3882	468		NA
EHM012639	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	2.3.0	92.74	0	2248708	0.448	16486	190		NA
EHM012640	EHA00398	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__Scatocola	s__	2.3.0	73.01	1.075	1219091	0.464	3908	354		NA
EHM012641	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	2.3.0	89.46	0.245	1730724	0.545	12342	202		NA
EHM012642	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__	2.3.0	98.65	1.342	3074992	0.465	143241	36		NA
EHM012643	EHA00398	p__Elusimicrobiota	c__Elusimicrobia	d__Bacteria	o__Elusimicrobiales	f__Elusimicrobiaceae	g__UBA1436	s__	2.3.0	63.38	0	1117943	0.516	3077	387		NA
EHM012644	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_F	s__	2.3.0	69.15	2.013	1594288	0.428	4096	433		NA
EHM012645	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	2.3.0	86.35	2.419	1922103	0.486	13570	194		NA
EHM012646	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC120314	s__	2.3.0	75.6	2.006	3603180	0.422	9988	465		NA
EHM012647	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	91.31	2.697	2182943	0.6	6706	406		NA
EHM012648	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__MGBC124762	s__	2.3.0	86.68	0	1752937	0.631	15197	169		NA
EHM012649	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	51.9	1.141	1464769	0.471	11886	164		NA
EHM012650	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Monoglobales	f__Monoglobaceae	g__Monoglobus	s__Monoglobus sp900542675	2.3.0	81.42	1.006	1978170	0.446	5636	431		NA
EHM012651	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__Duncaniella	s__Duncaniella sp001701225	2.3.0	95.72	2.003	3097428	0.558	13486	320		NA
EHM012652	EHA00398	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp905212365	2.3.0	76.61	2.045	1594655	0.511	4734	386		NA
EHM012653	EHA00398	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	93.3	7.777	3601527	0.482	64064	107		NA
EHM012654	EHA00398	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	2.3.0	58.41	0.862	1458955	0.626	3386	467		NA
EHM012655	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	97.46	4.233	4255190	0.521	20885	294		NA
EHM012656	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	98.55	2.487	3332448	0.415	160887	27		NA
EHM012657	EHA00400	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	89.07	0.68	2565154	0.565	10266	331		NA
EHM012658	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__	2.3.0	88.08	2.046	2172516	0.546	5231	500		NA
EHM012659	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__	2.3.0	83.64	4.864	2476866	0.526	4948	580		NA
EHM012660	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	93.97	0.534	2095287	0.602	10696	263		NA
EHM012661	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	51.51	1.754	1781055	0.525	3963	505		NA
EHM012662	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	2.3.0	73.2	4.614	2120258	0.624	5241	496		NA
EHM012663	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__	2.3.0	94.27	1.531	2095990	0.484	11703	251		NA
EHM012664	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp017623655	2.3.0	56.5	0	1574971	0.523	43545	57		NA
EHM012665	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-590	s__	2.3.0	87.91	2.348	3296940	0.391	51512	113		NA
EHM012666	EHA00400	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	2.3.0	83.01	1.958	1621899	0.395	4499	426		NA
EHM012667	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	2.3.0	84.47	0.454	2907472	0.489	35430	128		NA
EHM012668	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__	s__	2.3.0	92.74	0.806	2128144	0.46	167887	29		NA
EHM012669	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Choladocola	s__	2.3.0	97.78	1.265	3307359	0.476	64535	93		NA
EHM012670	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__COE1	s__	2.3.0	87.5	2.83	3183524	0.401	13034	323		NA
EHM012671	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	94.37	1.729	3723728	0.498	57254	97		NA
EHM012672	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__UBA4293	s__	2.3.0	96.56	0.743	3647656	0.481	69174	85		NA
EHM012673	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	97.77	0	3172454	0.479	89686	61		NA
EHM012674	EHA00400	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	2.3.0	94.35	0.216	2406573	0.571	31174	120		NA
EHM012675	EHA00400	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	2.3.0	94.35	0	2129691	0.49	64442	88		NA
EHM012676	EHA00400	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__	2.3.0	82.03	1.317	1637681	0.56	3836	469		NA
EHM012677	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-74	g__HGM11604	s__	2.3.0	67.82	2.374	1586743	0.572	2780	590		NA
EHM012678	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__	2.3.0	51.31	6.949	1563874	0.545	2179	692		NA
EHM012679	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__JAGBWK01	s__	2.3.0	98.23	1.177	2373012	0.488	42801	102		NA
EHM012680	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__UBA4293	s__	2.3.0	90.6	0.185	3206236	0.49	31101	164		NA
EHM012681	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	89.03	2.684	2414659	0.574	87775	56		NA
EHM012682	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA4292	s__	2.3.0	89.39	2.215	2879404	0.472	21633	182		NA
EHM012683	EHA00401	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Opitutales	f__UBA953	g__Spyradosoma	s__	2.3.0	91.38	1.486	2115344	0.585	29183	121		NA
EHM012684	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__	2.3.0	92.95	0.278	2318552	0.571	25616	142		NA
EHM012685	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	99.03	0.961	2468655	0.586	92261	49		NA
EHM012686	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	2.3.0	89.01	0.671	2120956	0.585	52611	60		NA
EHM012687	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	59.46	0	1820593	0.499	28847	97		NA
EHM012688	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__QXXE01	s__	2.3.0	75.08	1.454	2138841	0.582	3828	628		NA
EHM012689	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	94.87	1.574	3209778	0.478	22448	212		NA
EHM012690	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__	s__	2.3.0	56.43	9.416	1309571	0.613	11193	133		NA
EHM012691	EHA00401	p__Bacillota	c__Bacilli	d__Bacteria	o__RFN20	f__CAG-449	g__UBA3210	s__	2.3.0	100	1.123	1682113	0.443	127640	21		NA
EHM012692	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__	2.3.0	68.32	6.208	2883592	0.522	31579	136		NA
EHM012693	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	62.41	4.31	2482771	0.493	4143	674		NA
EHM012694	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__	2.3.0	57.24	3.448	2036730	0.554	4470	527		NA
EHM012695	EHA00401	p__Bacillota	c__Bacilli	d__Bacteria	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__	2.3.0	97.33	0.111	1965368	0.385	354801	16		NA
EHM012696	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Mediterranea	s__	2.3.0	70.47	2.168	2076047	0.547	4207	556		NA
EHM012697	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__	2.3.0	87	0.041	2116416	0.397	7180	438		NA
EHM012698	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-411	s__	2.3.0	50.32	5.48	1985779	0.406	2481	806		NA
EHM012699	EHA00401	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	2.3.0	70.68	2.586	2126557	0.579	5167	499		NA
EHM012700	EHA00401	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	99.42	1.724	3756911	0.5	78955	94		NA
EHM012701	EHA00401	p__Thermoplasmatota	c__Thermoplasmata	d__Bacteria	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvus	2.3.0	98.38	0.806	1629911	0.559	200929	19		NA
EHM012702	EHA00402	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Opitutales	f__UBA953	g__Spyradosoma	s__	2.3.0	93.07	0.81	2140374	0.586	60843	64		NA
EHM012703	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-590	s__	2.3.0	84.56	0.061	2882099	0.393	84862	43		NA
EHM012704	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	81.87	3.502	2131034	0.431	23545	120		NA
EHM012705	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__	2.3.0	79.11	3.048	2583194	0.612	6838	504		NA
EHM012706	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	93.67	1.436	3082752	0.513	48282	104		NA
EHM012707	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA4292	s__	2.3.0	95.25	1.265	3028457	0.469	45628	112		NA
EHM012708	EHA00402	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	99.51	0.961	2392000	0.593	70642	55		NA
EHM012709	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	95.97	1.997	3025676	0.516	23820	170		NA
EHM012710	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__UBA1381	f__UBA1381	g__	s__	2.3.0	60.62	0	1560062	0.462	3365	494		NA
EHM012711	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Gallimonas	s__	2.3.0	80.55	2.419	1386721	0.491	5456	316		NA
EHM012712	EHA00402	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__	2.3.0	97.02	0.904	4017896	0.479	125191	90		NA
EHM012713	EHA00402	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__JAGBWK01	s__	2.3.0	99.18	0.989	2715304	0.482	101585	121		NA
EHM012714	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__CAG-115	s__	2.3.0	97.31	2.013	2914050	0.467	39928	136		NA
EHM012715	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG3040	s__	2.3.0	96.95	1.149	2594587	0.39	111301	33		NA
EHM012716	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__	s__	2.3.0	97.58	0.806	2181634	0.461	110898	38		NA
EHM012717	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-45	s__	2.3.0	59.64	3.508	2144160	0.401	8341	293		NA
EHM012718	EHA00402	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Avigastranaerophilus	s__	2.3.0	52.85	2.564	1106225	0.327	2746	417		NA
EHM012719	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC120314	s__	2.3.0	55.26	5.775	1913556	0.417	16830	185		NA
EHM012720	EHA00402	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Muribaculaceae	g__CAG-485	s__	2.3.0	93.33	2.83	2929331	0.524	76944	65		NA
EHM012721	EHA00402	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	75.15	0.991	2491105	0.484	5970	485		NA
EHM012722	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.97	4.026	4258194	0.341	30232	229		NA
EHM012723	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__UBA3282	s__	2.3.0	77.26	1.168	2520150	0.438	40771	96		NA
EHM012724	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	2.3.0	92.31	0.931	2552084	0.445	14352	258		NA
EHM012725	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__CAG-272	g__CAKSQF01	s__	2.3.0	86.33	0.671	2035064	0.509	6833	376		NA
EHM012726	EHA00402	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	2.3.0	99.35	0.824	2083116	0.393	58265	83		NA
EHM012727	EHA00402	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	98.85	1.231	3315268	0.512	92428	124		NA
EHM012844	EHA00341	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	97.29	1.115	3909078	0.469	37743	146		NA
EHM012845	EHA00341	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__	g__	s__	2.3.0	94.5	0	955351	0.337	167152	19		NA
EHM012846	EHA00341	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	99.03	0.966	4019029	0.418	105355	62		NA
EHM012847	EHA00341	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	52.41	6.379	3261594	0.432	37468	140		NA
EHM012848	EHA00341	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.56	0	1981014	0.378	56675	80		NA
EHM012849	EHA00341	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	53.82	0.457	2638373	0.312	3145	891		NA
EHM012850	EHA00341	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	90.16	0.388	3697068	0.459	10412	461		NA
EHM012851	EHA00341	p__Fusobacteriota	c__Fusobacteriia	d__Bacteria	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans_A	2.3.0	72.32	2.247	1960137	0.301	3538	602		NA
EHM012852	EHA00341	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	52.58	8.62	3229454	0.469	9677	407		NA
EHM012853	EHA00341	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	91.38	2.43	3307356	0.383	7886	535		NA
EHM012854	EHA00343	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	91.04	1.025	4408379	0.47	30460	221		NA
EHM012855	EHA00343	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RUG11792	f__	g__	s__	2.3.0	90.32	0	1069934	0.373	89272	37		NA
EHM012856	EHA00343	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	2.3.0	59.26	2.646	2331077	0.483	2878	851		NA
EHM012857	EHA00343	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	83.17	3.639	3951146	0.504	12241	446		NA
EHM012858	EHA00343	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC136627	s__	2.3.0	85.81	3.322	3074936	0.335	4804	762		NA
EHM012859	EHA00343	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	94.18	1.301	3616101	0.513	22504	231		NA
EHM012860	EHA00343	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	99.32	1.342	4130933	0.304	63163	116		NA
EHM012861	EHA00343	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	67.21	2.948	3366506	0.455	8917	464		NA
EHM012862	EHA00343	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__UBA3830	f__	g__	s__	2.3.0	93.4	4.524	991967	0.334	136026	23		NA
